Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Fwd IAT Std,Bwd IAT Mean,Bwd IAT Std,Fwd Packets/s,Bwd Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Active Mean,Idle Mean
1,22909088.000,6908,0,27632,0,4.000,0.000,0.000,0.000,1206.159,301.540,3171.768,3996.521,3172.686,3996.521,0.000,0.000,301.540,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,6907,27628,0,0,0.000,1.000
1,26854063.000,7698,0,14972610,0,1945.000,0.000,0.000,0.000,557554.736,286.661,3336.525,5474.822,3337.393,5474.822,0.000,0.000,286.661,0.000,1945.000,0.000,0,0,0,0,0,0,1945.000,7697.000,0.000,0.000,7698,14972610,0,0,0.000,1.000
1,33049881.000,14672,0,6396992,0,436.000,0.000,0.000,0.000,193555.674,443.935,1924.335,2517.089,1924.598,2517.089,0.000,0.000,443.935,0.000,436.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14672,6396992,0,0,0.000,1.000
1,46011292.000,9024,0,26855424,0,2976.000,0.000,0.000,0.000,583670.287,196.126,4888.844,6702.109,4889.928,6702.109,0.000,0.000,196.126,0.000,2976.000,0.000,0,0,0,0,0,0,2976.000,9023.000,0.000,0.000,9024,26855424,0,0,0.000,1.000
1,45104187.000,14658,0,58632,0,4.000,0.000,0.000,0.000,1299.924,324.981,2734.491,3875.689,2734.864,3875.689,0.000,0.000,324.981,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14658,58632,0,0,0.000,1.000
1,37997681.000,3650,0,208050,0,57.000,0.000,0.000,0.000,5475.334,96.058,10314.430,12791.292,10320.085,12791.291,0.000,0.000,96.058,0.000,57.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3650,208050,0,0,0.000,1.000
1,53027614.000,5191,0,363370,0,70.000,0.000,0.000,0.000,6852.467,97.892,10095.274,12804.902,10099.165,12804.901,0.000,0.000,97.892,0.000,70.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,5191,363370,0,0,0.000,1.000
1,50026158.000,6540,0,248520,0,38.000,0.000,0.000,0.000,4967.801,130.732,7499.214,9514.917,7501.508,9514.916,0.000,0.000,130.732,0.000,38.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,6540,248520,0,0,0.000,1.000
1,14889242.000,6134,0,24536,0,4.000,0.000,0.000,0.000,1647.901,411.975,2313.555,3938.143,2314.310,3938.143,0.000,0.000,411.975,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,6134,24536,0,0,0.000,1.000
1,6959425.000,2844,0,11376,0,4.000,0.000,0.000,0.000,1634.618,408.654,2391.967,3320.243,2393.650,3320.242,0.000,0.000,408.654,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2844,11376,0,0,0.000,1.000
1,7915232.000,646,0,72352,0,112.000,0.000,0.000,0.000,9140.857,81.615,12230.848,13323.955,12268.832,13323.901,0.000,0.000,81.615,0.000,112.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,646,72352,0,0,0.000,1.000
1,7968412.000,3114,0,12456,0,4.000,0.000,0.000,0.000,1563.172,390.793,2499.129,3122.867,2500.735,3122.867,0.000,0.000,390.793,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3114,12456,0,0,0.000,1.000
1,10912802.000,4416,0,17664,0,4.000,0.000,0.000,0.000,1618.649,404.662,2388.928,2816.698,2390.011,2816.698,0.000,0.000,404.662,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4416,17664,0,0,0.000,1.000
1,20049541.000,2612,0,7773312,0,2976.000,0.000,0.000,0.000,387705.235,130.277,7610.502,12061.630,7616.334,12061.628,0.000,0.000,130.277,0.000,2976.000,0.000,0,0,0,0,0,0,2976.000,2611.000,0.000,0.000,2612,7773312,0,0,0.000,1.000
1,59952088.000,23546,0,10266056,0,436.000,0.000,0.000,0.000,171237.672,392.747,2072.322,3277.195,2072.498,3277.195,0.000,0.000,392.747,0.000,436.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,23546,10266056,0,0,0.000,1.000
1,20910070.000,4206,2,8180670,3890,1945.000,0.000,1945.000,0.000,391417.150,201.243,4891.433,8024.055,4880.502,7970.337,65521.000,0.000,201.147,6.478,1945.000,0.000,0,0,0,0,0,0,1945.000,4205.000,1945.000,2.000,4206,8180670,2,3890,0.000,1.000
1,21007850.000,6636,0,995400,0,150.000,0.000,0.000,0.000,47382.288,315.882,3023.087,4975.498,3023.999,4975.498,0.000,0.000,315.882,0.000,150.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,6636,995400,0,0,0.000,1.000
1,24929877.000,3111,0,217770,0,70.000,0.000,0.000,0.000,8735.302,124.790,7952.248,13108.458,7957.363,13108.457,0.000,0.000,124.790,0.000,70.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,3111,217770,0,0,0.000,1.000
1,20915023.000,11311,0,2465798,0,218.000,0.000,0.000,0.000,117896.021,540.807,1640.739,3669.199,1641.029,3669.199,0.000,0.000,540.807,0.000,218.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,11311,2465798,0,0,0.001,0.999
1,8889512.000,3556,2,9110472,5124,2562.000,0.000,2562.000,0.000,1025432.667,400.247,2440.720,3007.209,2425.434,2824.208,64092.000,0.000,400.022,9.801,2562.000,0.000,0,0,0,0,0,0,2562.000,3555.000,2562.000,2.000,3556,9110472,2,5124,0.000,1.000
1,35059903.000,6388,2,12424660,3890,1945.000,0.000,1945.000,0.000,354494.706,182.259,5338.699,9101.940,5338.114,9099.298,25085.000,0.000,182.202,12.847,1945.000,0.000,0,0,0,0,0,0,1945.000,6387.000,1945.000,2.000,6388,12424660,2,3890,0.000,1.000
1,27973633.000,2249,0,5761938,0,2562.000,0.000,0.000,0.000,205977.465,80.397,12368.857,14499.203,12379.866,14499.198,0.000,0.000,80.397,0.000,2562.000,0.000,0,0,0,0,0,0,2562.000,2248.000,0.000,0.000,2249,5761938,0,0,0.000,1.000
1,54088811.000,16777,0,167770,0,10.000,0.000,0.000,0.000,3101.751,310.175,2853.320,3914.520,2853.661,3914.520,0.000,0.000,310.175,0.000,10.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,16775,167750,0,0,0.000,1.000
1,12908506.000,957,0,54549,0,57.000,0.000,0.000,0.000,4225.818,74.137,13455.600,14552.485,13483.779,14552.458,0.000,0.000,74.137,0.000,57.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,957,54549,0,0,0.000,1.000
1,59153679.000,14251,0,57004,0,4.000,0.000,0.000,0.000,963.659,240.915,3829.469,4574.478,3830.006,4574.478,0.000,0.000,240.915,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,14251,57004,0,0,0.000,1.000
1,55034646.000,12936,0,6765528,0,523.000,0.000,0.000,0.000,122932.162,235.052,3971.683,4751.320,3972.298,4751.320,0.000,0.000,235.052,0.000,523.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,12936,6765528,0,0,0.000,1.000
1,8851058.000,2234,0,22340,0,10.000,0.000,0.000,0.000,2523.992,252.399,3917.085,4993.450,3920.595,4993.449,0.000,0.000,252.399,0.000,10.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,2234,22340,0,0,0.000,1.000
1,58034705.000,12971,0,2827678,0,218.000,0.000,0.000,0.000,48723.914,223.504,4195.150,5032.489,4195.797,5032.489,0.000,0.000,223.504,0.000,218.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,12971,2827678,0,0,0.000,1.000
1,10023421.000,4202,0,630300,0,150.000,0.000,0.000,0.000,62882.722,419.218,2294.398,3111.009,2295.490,3111.009,0.000,0.000,419.218,0.000,150.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4202,630300,0,0,0.000,1.000
1,4945290.000,984,0,214512,0,218.000,0.000,0.000,0.000,43377.031,198.977,4981.415,5495.681,4991.560,5495.671,0.000,0.000,198.977,0.000,218.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,984,214512,0,0,0.000,1.000
1,13977920.000,4433,0,17732,0,4.000,0.000,0.000,0.000,1268.572,317.143,3057.214,3412.313,3058.594,3412.313,0.000,0.000,317.143,0.000,4.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,4433,17732,0,0,0.000,1.000
1,36904865.000,15084,0,6576624,0,436.000,0.000,0.000,0.000,178204.798,408.727,2160.785,3149.978,2161.072,3149.978,0.000,0.000,408.727,0.000,436.000,0.000,0,0,0,0,0,0,0.000,0.000,0.000,0.000,15084,6576624,0,0,0.000,1.000
